t;x;y;dx;dy;dpsi;dx_dot;dy_dot;dpsi_dot;v;acc;s
92.039916398; 2.564332962036133; 2.102961778640747; 0.14999222627740605; -0.0008079100324903587; 0.052630798034036905; -2.2315585505682396e-05; 0.040204844216624694; -0.2749803577303432; 0.5296048164694321; 0.30686094920078927; 0.04202437868838302
92.099875815; 2.567502737045288; 2.072103261947632; 0.1499840361107334; -0.00029957482414972084; 0.06163486204031349; 4.367665410672066e-05; 0.028596868697268164; 0.09414047535117048; 0.5220408673575242; 0.3069798204049404; 0.10085251506757713
92.159936747; 2.5671653747558594; 2.0406463146209717; 0.1499959074210483; -0.00010668317144130735; 0.07144013477888894; 0.00014013339951658469; 0.01834444987672971; 0.2780353585784607; 0.5231163289112708; 0.3071591370454559; 0.13525946722757112
92.219871601; 2.5689926147460938; 2.008944272994995; 0.15000606143189416; 0.0036574737846713527; 0.06741706073484555; 0.00010893209232808719; 0.054452353820039746; 0.02717605802575468; 0.527260230562185; 0.30715374008384616; 0.1389427539809971
92.279873838; 2.5702593326568604; 1.976821780204773; 0.15001169412920362; 0.0014110475481586048; 0.06487131117951254; 1.7758559212396836e-05; 0.004335453279935744; -0.04912694571191735; 0.5325178872370827; 0.30696826737677263; 0.07424211924630374
92.34988026; 2.5695250034332275; 1.9405303001403809; 0.14998973992443024; -0.0019830607693120525; 0.060764954729152144; -6.249338532992193e-05; -0.03162061069000257; -0.109389997930147; 0.5238591869444821; 0.3045828247770897; 0.012116751517104033
92.409897552; 2.5679852962493896; 1.9086105823516846; 0.15000492495605974; -0.0032753333196709443; 0.05433596726492561; 3.888226440204473e-05; -0.0329338884902507; -0.20369777989697962; 0.5291754052172007; 0.30699234745001935; -0.01936298007554743
92.459910423; 2.5677618980407715; 1.8821954727172852; 0.15000100570301678; -0.0073909044859347475; 0.048148120706447216; -2.0765768271208433e-05; -0.07636356935713892; -0.2607103581201916; 0.5285655812564662; 0.31074095484642184; -0.09178953243953134
92.51992325; 2.567782402038574; 1.8513379096984863; 0.1499851835040733; -0.012531600453568454; 0.030959630066783206; -1.902541898620077e-05; -0.10327719934618827; -0.5305541705404322; 0.5196831802614569; 0.30684522555295446; -0.20867899180905225
92.589914565; 2.56564998626709; 1.8137353658676147; 0.15001374447268798; -0.014406154104239758; 0.010806921414199993; 8.116493715260145e-05; -0.07715638918567416; -0.6700820015513158; 0.531073622990372; 0.3049072389646221; -0.24434902732172445
92.649939655; 2.5652801990509033; 1.782649278640747; 0.1499917710012156; -0.020980681519082733; 0.009002957099628173; -5.351762834429071e-05; -0.12057487610160683; -0.3430819141449688; 0.5229544677967083; 0.30678708864294824; -0.2587713629761337
92.709983082; 2.5673649311065674; 1.7498146295547485; 0.15002307595499134; -0.023305117350313435; 0.00826139851957257; 2.9238333586074542e-05; -0.09532231688748327; -0.1712689376674049; 0.5384059703358859; 0.30699960219014005; -0.2227183631158961
92.76989145; 2.5678367614746094; 1.7185728549957275; 0.14999108549307436; -0.020338650907062064; 0.008273009755133304; -0.0001507296298637134; -0.01911477953462548; -0.07609050193586579; 0.5279850861686156; 0.3066313670807341; -0.13009640933280822
92.829942787; 2.5681989192962646; 1.686976671218872; 0.1499941397515386; -0.022736388298815302; 0.008347970022979555; -2.0809143594999657e-05; -0.038861893650920507; -0.03224209451960162; 0.5268755032499235; 0.3068472065807224; -0.14379599025891102
92.889989165; 2.5712287425994873; 1.6540889739990234; 0.15002206484220396; -0.0155990704514781; 0.004708283886164476; 3.06090281873715e-05; 0.06155290752382529; -0.10189187574363517; 0.5411769140961306; 0.306999545634748; -0.047118213502040554
92.949922666; 2.5708224773406982; 1.622309923171997; 0.1499970700634528; -0.0115601273498003; 0.00962019472408852; -0.00014255783378925853; 0.08215963326074942; 0.07284331762407906; 0.5344467701647406; 0.30665093679175026; 0.026412526743049343
93.009871466; 2.5725882053375244; 1.5899815559387207; 0.15000433757417533; -0.006430899553276393; 0.01706500921487629; -5.9426932004207666e-05; 0.106539548100429; 0.21182961961603305; 0.5379287313959259; 0.3068207628412368; 0.1049801434285505
